prname,date,reporting_week,reporting_year,totalcases,numtotal_last7,numdeaths,numdeaths_last7,numtotal_last14,numdeaths_last14
New Brunswick,22/08/2020,34,2020,188,4,2,0,12,0
Nova Scotia,22/08/2020,34,2020,1079,5,65,1,8,1
Prince Edward Island,22/08/2020,34,2020,44,3,0,0,8,0
Yukon,22/08/2020,34,2020,15,0,0,0,0,0
Northwest Territories,22/08/2020,34,2020,5,0,0,0,0,0
Nunavut,22/08/2020,34,2020,0,0,0,0,0,0
Repatriated travellers,22/08/2020,34,2020,13,0,0,0,0,0
Canada,22/08/2020,34,2020,117607,2806,9065,42,5314,77
British Columbia,29/08/2020,35,2020,5496,581,204,2,1138,8
Alberta,29/08/2020,35,2020,13693,848,237,5,1541,12
Saskatchewan,29/08/2020,35,2020,1615,18,24,2,49,3
Manitoba,29/08/2020,35,2020,1151,279,14,2,488,5
Ontario,29/08/2020,35,2020,42083,796,2771,12,1518,20
Quebec,29/08/2020,35,2020,55193,714,5782,14,1296,30
Newfoundland and Labrador,29/08/2020,35,2020,269,1,3,0,1,0
New Brunswick,29/08/2020,35,2020,191,3,2,0,7,0
Nova Scotia,29/08/2020,35,2020,1084,5,65,0,10,1
Prince Edward Island,29/08/2020,35,2020,44,0,0,0,3,0
Yukon,29/08/2020,35,2020,15,0,0,0,0,0
Northwest Territories,29/08/2020,35,2020,5,0,0,0,0,0
Nunavut,29/08/2020,35,2020,0,0,0,0,0,0
Repatriated travellers,29/08/2020,35,2020,13,0,0,0,0,0
Canada,29/08/2020,35,2020,120852,3245,9102,37,6051,79
British Columbia,05/09/2020,36,2020,6162,666,211,7,1247,9
Alberta,05/09/2020,36,2020,14689,996,244,7,1844,12
Saskatchewan,05/09/2020,36,2020,1643,28,24,0,46,2
Manitoba,05/09/2020,36,2020,1294,143,16,2,422,4
Ontario,05/09/2020,36,2020,43003,920,2774,3,1716,15
Quebec,05/09/2020,36,2020,56440,1247,5788,6,1961,20
Newfoundland and Labrador,05/09/2020,36,2020,270,1,3,0,2,0
New Brunswick,05/09/2020,36,2020,192,1,2,0,4,0
Nova Scotia,05/09/2020,36,2020,1086,2,65,0,7,0
Prince Edward Island,05/09/2020,36,2020,49,5,0,0,5,0
Yukon,05/09/2020,36,2020,15,0,0,0,0,0
Northwest Territories,05/09/2020,36,2020,5,0,0,0,0,0
Nunavut,05/09/2020,36,2020,0,0,0,0,0,0
Repatriated travellers,05/09/2020,36,2020,13,0,0,0,0,0
Canada,05/09/2020,36,2020,124861,4009,9127,25,7254,62
British Columbia,12/09/2020,37,2020,6962,800,213,2,1466,9
Alberta,12/09/2020,37,2020,15577,888,252,8,1884,15
Saskatchewan,12/09/2020,37,2020,1709,66,24,0,94,0
Manitoba,12/09/2020,37,2020,1410,116,16,0,259,2
Ontario,12/09/2020,37,2020,44300,1297,2776,2,2217,5
Quebec,12/09/2020,37,2020,58163,1723,5797,9,2970,15
Newfoundland and Labrador,12/09/2020,37,2020,271,1,3,0,2,0
New Brunswick,12/09/2020,37,2020,193,1,2,0,2,0
Nova Scotia,12/09/2020,37,2020,1086,0,65,0,2,0
Prince Edward Island,12/09/2020,37,2020,55,6,0,0,11,0
Yukon,12/09/2020,37,2020,15,0,0,0,0,0
Northwest Territories,12/09/2020,37,2020,5,0,0,0,0,0
Nunavut,12/09/2020,37,2020,0,0,0,0,0,0
Repatriated travellers,12/09/2020,37,2020,13,0,0,0,0,0
Canada,12/09/2020,37,2020,129760,4898,9148,21,8908,46
British Columbia,19/09/2020,38,2020,7842,880,223,10,1680,12
Alberta,19/09/2020,38,2020,16571,994,253,1,1882,9
Saskatchewan,19/09/2020,38,2020,1787,78,24,0,144,0
Manitoba,19/09/2020,38,2020,1558,148,16,0,264,0
Ontario,19/09/2020,38,2020,46484,2184,2788,12,3481,14
Quebec,19/09/2020,38,2020,60660,2497,5826,29,4220,38
Newfoundland and Labrador,19/09/2020,38,2020,272,1,3,0,2,0
New Brunswick,19/09/2020,38,2020,194,1,2,0,2,0
Nova Scotia,19/09/2020,38,2020,1086,0,65,0,0,0
Prince Edward Island,19/09/2020,38,2020,57,2,0,0,8,0
Yukon,19/09/2020,38,2020,15,0,0,0,0,0
Northwest Territories,19/09/2020,38,2020,5,0,0,0,0,0
Nunavut,19/09/2020,38,2020,0,0,0,0,0,0
Repatriated travellers,19/09/2020,38,2020,13,0,0,0,0,0
Canada,19/09/2020,38,2020,136544,6785,9200,52,11683,73
British Columbia,26/09/2020,39,2020,8641,799,230,7,1679,17
Alberta,26/09/2020,39,2020,17590,1019,262,9,2013,10
Saskatchewan,26/09/2020,39,2020,1863,76,24,0,154,0
Manitoba,26/09/2020,39,2020,1829,271,19,3,419,3
Ontario,26/09/2020,39,2020,49340,2856,2799,11,5040,23
Quebec,26/09/2020,39,2020,65273,4613,5852,26,7110,55
Newfoundland and Labrador,26/09/2020,39,2020,272,0,3,0,1,0
New Brunswick,26/09/2020,39,2020,200,6,2,0,7,0
Nova Scotia,26/09/2020,39,2020,1087,1,65,0,1,0
Prince Edward Island,26/09/2020,39,2020,58,1,0,0,3,0
Yukon,26/09/2020,39,2020,15,0,0,0,0,0
Northwest Territories,26/09/2020,39,2020,5,0,0,0,0,0
Nunavut,26/09/2020,39,2020,0,0,0,0,0,0
Repatriated travellers,26/09/2020,39,2020,13,0,0,0,0,0
Canada,26/09/2020,39,2020,146186,9642,9256,56,16427,108
British Columbia,03/10/2020,40,2020,9381,740,238,8,1539,15
Alberta,03/10/2020,40,2020,18731,1141,277,15,2160,24
Saskatchewan,03/10/2020,40,2020,1954,91,24,0,167,0
Manitoba,03/10/2020,40,2020,2108,279,22,3,550,6
Ontario,03/10/2020,40,2020,53633,4293,2929,130,7149,141
Quebec,03/10/2020,40,2020,72571,7298,5912,60,11911,86
Newfoundland and Labrador,03/10/2020,40,2020,276,4,3,0,4,0
New Brunswick,03/10/2020,40,2020,201,1,2,0,7,0
Nova Scotia,03/10/2020,40,2020,1088,2,65,0,2,0
Prince Edward Island,03/10/2020,40,2020,60,2,0,0,3,0
Yukon,03/10/2020,40,2020,15,0,0,0,0,0
Northwest Territories,03/10/2020,40,2020,5,0,0,0,0,0
Nunavut,03/10/2020,40,2020,0,0,0,0,0,0
Repatriated travellers,03/10/2020,40,2020,13,0,0,0,0,0
Canada,03/10/2020,40,2020,160037,13851,9472,216,23493,272
British Columbia,10/10/2020,41,2020,10185,804,245,7,1544,15
Alberta,10/10/2020,41,2020,20305,1574,284,7,2715,22
Saskatchewan,10/10/2020,41,2020,2068,114,24,0,205,0
Manitoba,10/10/2020,41,2020,2524,416,32,10,695,13
Ontario,10/10/2020,41,2020,58490,4857,2964,35,9150,165
Quebec,10/10/2020,41,2020,79522,6951,5994,82,14249,142
Newfoundland and Labrador,10/10/2020,41,2020,282,6,4,1,10,1
New Brunswick,10/10/2020,41,2020,258,57,2,0,58,0
Nova Scotia,10/10/2020,41,2020,1091,3,65,0,4,0
Prince Edward Island,10/10/2020,41,2020,62,2,0,0,4,0
Yukon,10/10/2020,41,2020,15,0,0,0,0,0
Northwest Territories,10/10/2020,41,2020,5,0,0,0,0,0
Nunavut,10/10/2020,41,2020,0,0,0,0,0,0
Repatriated travellers,10/10/2020,41,2020,13,0,0,0,0,0
Canada,10/10/2020,41,2020,174821,14784,9614,142,28634,358
British Columbia,17/10/2020,42,2020,11189,1004,251,6,1808,13
Alberta,17/10/2020,42,2020,22102,1797,289,5,3371,12
Saskatchewan,17/10/2020,42,2020,2306,238,25,1,352,1
Manitoba,17/10/2020,42,2020,3258,734,38,6,1150,16
Ontario,17/10/2020,42,2020,63713,5223,2999,35,10080,70
Quebec,17/10/2020,42,2020,86727,7205,6083,89,14156,171
Newfoundland and Labrador,17/10/2020,42,2020,287,5,4,0,11,1
New Brunswick,17/10/2020,42,2020,305,47,2,0,104,0
Nova Scotia,17/10/2020,42,2020,1096,4,65,0,7,0
Prince Edward Island,17/10/2020,42,2020,64,1,0,0,3,0
Yukon,17/10/2020,42,2020,16,1,0,0,1,0
Northwest Territories,17/10/2020,42,2020,5,0,0,0,0,0
Nunavut,17/10/2020,42,2020,0,0,0,0,0,0
Repatriated travellers,17/10/2020,42,2020,13,0,0,0,0,0
Canada,17/10/2020,42,2020,191080,16260,9756,142,31043,284
British Columbia,24/10/2020,43,2020,12554,1365,256,5,2369,11
Alberta,24/10/2020,43,2020,25031,2929,306,17,4726,22
Saskatchewan,24/10/2020,43,2020,2669,363,25,0,601,1
Manitoba,24/10/2020,43,2020,4088,830,50,12,1564,18
Ontario,24/10/2020,43,2020,69331,5618,3040,41,10841,76
Quebec,24/10/2020,43,2020,93286,6559,6207,124,13764,213
Newfoundland and Labrador,24/10/2020,43,2020,289,2,4,0,7,0
New Brunswick,24/10/2020,43,2020,326,21,4,2,68,2
Nova Scotia,24/10/2020,43,2020,1100,4,65,0,9,0
Prince Edward Island,24/10/2020,43,2020,64,0,0,0,2,0
Yukon,24/10/2020,43,2020,19,3,0,0,4,0
Northwest Territories,24/10/2020,43,2020,8,3,0,0,3,0
Nunavut,24/10/2020,43,2020,0,0,0,0,0,0
Repatriated travellers,24/10/2020,43,2020,13,0,0,0,0,0
Canada,24/10/2020,43,2020,208778,17698,9957,201,33957,343
British Columbia,31/10/2020,44,2020,14733,2179,263,7,3544,12
Alberta,31/10/2020,44,2020,28558,3527,333,27,6456,44
Saskatchewan,31/10/2020,44,2020,3144,475,25,0,838,0
Manitoba,31/10/2020,44,2020,5723,1635,67,17,2465,29
Ontario,31/10/2020,44,2020,75730,6399,3085,45,12017,86
Quebec,31/10/2020,44,2020,99959,6673,6364,157,13232,281
Newfoundland and Labrador,31/10/2020,44,2020,291,2,4,0,4,0
New Brunswick,31/10/2020,44,2020,343,17,6,2,38,4
Nova Scotia,31/10/2020,44,2020,1110,10,65,0,14,0
Prince Edward Island,31/10/2020,44,2020,64,0,0,0,0,0
Yukon,31/10/2020,44,2020,23,4,1,1,7,1
Northwest Territories,31/10/2020,44,2020,10,2,0,0,5,0
Nunavut,31/10/2020,44,2020,0,0,0,0,0,0
Repatriated travellers,31/10/2020,44,2020,13,0,0,0,0,0
Canada,31/10/2020,44,2020,229701,20923,10213,256,38620,457
British Columbia,07/11/2020,45,2020,17716,2983,276,13,5162,20
Alberta,07/11/2020,45,2020,33242,4684,373,40,8211,67
Saskatchewan,07/11/2020,45,2020,3738,594,27,2,1069,2
Manitoba,07/11/2020,45,2020,7689,1966,103,36,3601,53
Ontario,07/11/2020,45,2020,82825,7095,3164,79,13494,124
Quebec,07/11/2020,45,2020,107783,7824,6514,150,14497,307
Newfoundland and Labrador,07/11/2020,45,2020,296,5,4,0,7,0
New Brunswick,07/11/2020,45,2020,353,10,6,0,27,2
Nova Scotia,07/11/2020,45,2020,1124,15,65,0,25,0
Prince Edward Island,07/11/2020,45,2020,66,2,0,0,2,0
Yukon,07/11/2020,45,2020,23,0,1,0,4,1
Northwest Territories,07/11/2020,45,2020,10,0,0,0,2,0
Nunavut,07/11/2020,45,2020,1,1,0,0,1,0
Repatriated travellers,07/11/2020,45,2020,13,0,0,0,0,0
Canada,07/11/2020,45,2020,254880,25179,10533,320,46102,576
British Columbia,14/11/2020,46,2020,21639,3923,290,14,6906,27
Alberta,14/11/2020,46,2020,39020,5778,422,49,10462,89
Saskatchewan,14/11/2020,46,2020,4820,1082,29,2,1676,4
Manitoba,14/11/2020,46,2020,10453,2764,152,49,4730,85
Ontario,14/11/2020,46,2020,92761,9936,3274,110,17031,189
Quebec,14/11/2020,46,2020,116778,8995,6721,207,16819,357
Newfoundland and Labrador,14/11/2020,46,2020,301,5,4,0,10,0
New Brunswick,14/11/2020,46,2020,364,11,6,0,21,0
Nova Scotia,14/11/2020,46,2020,1141,17,65,0,32,0
Prince Edward Island,14/11/2020,46,2020,68,2,0,0,4,0
Yukon,14/11/2020,46,2020,24,1,1,0,1,0
Northwest Territories,14/11/2020,46,2020,14,4,0,0,4,0
Nunavut,14/11/2020,46,2020,35,34,0,0,35,0
Repatriated travellers,14/11/2020,46,2020,13,0,0,0,0,0
Canada,14/11/2020,46,2020,287431,32551,10964,431,57730,751
British Columbia,21/11/2020,47,2020,26187,4548,331,41,8471,55
Alberta,21/11/2020,47,2020,46503,7483,493,71,13261,120
Saskatchewan,21/11/2020,47,2020,6237,1417,33,4,2499,6
Manitoba,21/11/2020,47,2020,13304,2851,217,65,5615,114
Ontario,21/11/2020,47,2020,102378,9617,3409,135,19553,245
Quebec,21/11/2020,47,2020,124853,8075,6930,209,17070,416
Newfoundland and Labrador,21/11/2020,47,2020,316,15,4,0,20,0
New Brunswick,21/11/2020,47,2020,424,60,6,0,71,0
Nova Scotia,21/11/2020,47,2020,1177,36,65,0,53,0
Prince Edward Island,21/11/2020,47,2020,69,1,0,0,3,0
Yukon,21/11/2020,47,2020,32,8,1,0,9,0
Northwest Territories,21/11/2020,47,2020,15,1,0,0,5,0
Nunavut,21/11/2020,47,2020,108,73,0,0,107,0
Repatriated travellers,21/11/2020,47,2020,13,0,0,0,0,0
Canada,21/11/2020,47,2020,321616,34186,11489,525,66737,956
British Columbia,28/11/2020,48,2020,31634,5447,410,79,9995,120
Alberta,28/11/2020,48,2020,56040,9537,567,74,17020,145
Saskatchewan,28/11/2020,48,2020,7888,1651,45,12,3068,16
Manitoba,28/11/2020,48,2020,16118,2814,290,73,5665,138
Ontario,28/11/2020,48,2020,113038,10660,3548,139,20277,274
Quebec,28/11/2020,48,2020,133885,9032,7147,217,17107,426
Newfoundland and Labrador,28/11/2020,48,2020,333,17,4,0,32,0
New Brunswick,28/11/2020,48,2020,481,57,7,1,117,1
Nova Scotia,28/11/2020,48,2020,1272,95,65,0,131,0
Prince Edward Island,28/11/2020,48,2020,71,2,0,0,3,0
Yukon,28/11/2020,48,2020,44,12,1,0,20,0
Northwest Territories,28/11/2020,48,2020,15,0,0,0,1,0
Nunavut,28/11/2020,48,2020,166,58,0,0,131,0
Repatriated travellers,28/11/2020,48,2020,13,0,0,0,0,0
Canada,28/11/2020,48,2020,360998,39381,12084,595,73567,1120
British Columbia,05/12/2020,49,2020,36779,5145,510,100,10592,179
Alberta,05/12/2020,49,2020,68113,12073,680,113,21610,187
Saskatchewan,05/12/2020,49,2020,9729,1841,55,10,3492,22
Manitoba,05/12/2020,49,2020,18423,2305,381,91,5119,164
Ontario,05/12/2020,49,2020,125385,12347,3677,129,23007,268
Quebec,05/12/2020,49,2020,144746,10861,7385,238,19893,455
Newfoundland and Labrador,05/12/2020,49,2020,347,14,4,0,31,0
New Brunswick,05/12/2020,49,2020,530,49,7,0,106,1
Nova Scotia,05/12/2020,49,2020,1356,84,65,0,178,0
Prince Edward Island,05/12/2020,49,2020,79,8,0,0,10,0
Yukon,05/12/2020,49,2020,52,8,1,0,20,0
Northwest Territories,05/12/2020,49,2020,15,0,0,0,0,0
Nunavut,05/12/2020,49,2020,204,38,0,0,96,0
Repatriated travellers,05/12/2020,49,2020,13,0,0,0,0,0
Canada,05/12/2020,49,2020,405771,44773,12765,681,84154,1276
British Columbia,12/12/2020,50,2020,41495,4716,626,116,9861,216
Alberta,12/12/2020,50,2020,79773,11660,812,132,23733,245
Saskatchewan,12/12/2020,50,2020,11747,2018,86,31,3859,41
Manitoba,12/12/2020,50,2020,20750,2327,483,102,4632,193
Ontario,12/12/2020,50,2020,138504,13119,3847,170,25466,299
Quebec,12/12/2020,50,2020,156983,12237,7647,262,23098,500
Newfoundland and Labrador,12/12/2020,50,2020,358,11,4,0,25,0
New Brunswick,12/12/2020,50,2020,555,25,8,1,74,1
Nova Scotia,12/12/2020,50,2020,1407,52,65,0,135,0
Prince Edward Island,12/12/2020,50,2020,87,8,0,0,16,0
Yukon,12/12/2020,50,2020,58,6,1,0,15,0
Northwest Territories,12/12/2020,50,2020,19,4,0,0,4,0
Nunavut,12/12/2020,50,2020,242,38,0,0,76,0
Repatriated travellers,12/12/2020,50,2020,13,0,0,0,0,0
Canada,12/12/2020,50,2020,451992,46221,13579,814,90994,1495
British Columbia,19/12/2020,51,2020,46052,4557,752,126,9273,242
Alberta,19/12/2020,51,2020,89995,10222,961,149,21882,281
Saskatchewan,19/12/2020,51,2020,13327,1580,115,29,3598,60
Manitoba,19/12/2020,51,2020,22630,1880,556,73,4207,175
Ontario,19/12/2020,51,2020,153614,15110,4032,185,28229,355
Quebec,19/12/2020,51,2020,170937,13954,7926,279,26191,541
Newfoundland and Labrador,19/12/2020,51,2020,380,22,4,0,33,0
New Brunswick,19/12/2020,51,2020,574,19,8,0,44,1
Nova Scotia,19/12/2020,51,2020,1439,32,65,0,84,0
Prince Edward Island,19/12/2020,51,2020,90,3,0,0,11,0
Yukon,19/12/2020,51,2020,59,1,1,0,7,0
Northwest Territories,19/12/2020,51,2020,23,4,0,0,8,0
Nunavut,19/12/2020,51,2020,260,19,1,1,57,1
Repatriated travellers,19/12/2020,51,2020,13,0,0,0,0,0
Canada,19/12/2020,51,2020,499394,47402,14421,842,93624,1656
British Columbia,26/12/2020,52,2020,49568,3516,847,95,8073,221
Alberta,26/12/2020,52,2020,97394,7399,1116,155,17621,304
Saskatchewan,26/12/2020,52,2020,14615,1288,134,19,2868,48
Manitoba,26/12/2020,52,2020,23624,994,617,61,2874,134
Ontario,26/12/2020,52,2020,169411,15797,4258,226,30907,411
Quebec,26/12/2020,52,2020,186322,15385,8255,329,29339,608
Newfoundland and Labrador,26/12/2020,52,2020,384,4,4,0,26,0
New Brunswick,26/12/2020,52,2020,590,16,8,0,35,0
Nova Scotia,26/12/2020,52,2020,1469,30,65,0,62,0
Prince Edward Island,26/12/2020,52,2020,94,4,0,0,7,0
Yukon,26/12/2020,52,2020,60,1,1,0,2,0
Northwest Territories,26/12/2020,52,2020,24,1,0,0,5,0
Nunavut,26/12/2020,52,2020,264,4,1,0,23,1
Repatriated travellers,26/12/2020,52,2020,13,0,0,0,0,0
Canada,26/12/2020,52,2020,543833,44438,15306,885,91841,1727
British Columbia,02/01/2021,53,2020,53162,3594,901,54,7110,149
Alberta,02/01/2021,53,2020,104619,7225,1267,151,14624,306
Saskatchewan,02/01/2021,53,2020,15844,1229,158,24,2517,43
Manitoba,02/01/2021,53,2020,25026,1402,678,61,2396,122
Ontario,02/01/2021,53,2020,187998,18587,4516,258,34384,484
Quebec,02/01/2021,53,2020,204100,17778,8588,333,33163,662
Newfoundland and Labrador,02/01/2021,53,2020,390,6,4,0,10,0
New Brunswick,02/01/2021,53,2020,611,21,9,1,37,1
Nova Scotia,02/01/2021,53,2020,1497,28,65,0,58,0
Prince Edward Island,02/01/2021,53,2020,97,3,0,0,6,0
Yukon,02/01/2021,53,2020,64,4,1,0,5,0
Northwest Territories,02/01/2021,53,2020,24,0,0,0,1,0
Nunavut,02/01/2021,53,2020,266,2,1,0,6,0
Repatriated travellers,02/01/2021,53,2020,13,0,0,0,0,0
Canada,02/01/2021,53,2020,593711,49879,16188,882,94317,1767
British Columbia,09/01/2021,1,2021,57170,4008,999,98,7602,152
Alberta,09/01/2021,1,2021,111714,7095,1426,159,14320,310
Saskatchewan,09/01/2021,1,2021,17807,1963,191,33,3192,57
Manitoba,09/01/2021,1,2021,26166,1140,733,55,2542,116
Ontario,09/01/2021,1,2021,211837,23839,4804,288,42426,546
Quebec,09/01/2021,1,2021,221558,17458,8945,357,35236,690
Newfoundland and Labrador,09/01/2021,1,2021,392,2,4,0,8,0
New Brunswick,09/01/2021,1,2021,765,154,9,0,175,1
Nova Scotia,09/01/2021,1,2021,1525,28,65,0,56,0
Prince Edward Island,09/01/2021,1,2021,100,4,0,0,7,0
Yukon,09/01/2021,1,2021,70,6,1,0,10,0
Northwest Territories,09/01/2021,1,2021,24,0,0,0,0,0
Nunavut,09/01/2021,1,2021,266,0,1,0,2,0
Repatriated travellers,09/01/2021,1,2021,13,0,0,0,0,0
Canada,09/01/2021,1,2021,649408,55696,17178,990,105575,1872
British Columbia,16/01/2021,2,2021,60701,3531,1064,65,7539,163
Alberta,16/01/2021,2,2021,117073,5359,1557,131,12454,290
Saskatchewan,16/01/2021,2,2021,19985,2178,212,21,4141,54
Manitoba,16/01/2021,2,2021,27322,1156,761,28,2296,83
Ontario,16/01/2021,2,2021,234364,22527,5216,412,46366,700
Quebec,16/01/2021,2,2021,235619,14061,9321,376,31519,733
Newfoundland and Labrador,16/01/2021,2,2021,395,3,4,0,5,0
New Brunswick,16/01/2021,2,2021,911,146,12,3,300,3
Nova Scotia,16/01/2021,2,2021,1550,25,65,0,53,0
Prince Edward Island,16/01/2021,2,2021,107,7,0,0,10,0
Yukon,16/01/2021,2,2021,70,0,1,0,6,0
Northwest Territories,16/01/2021,2,2021,27,3,0,0,3,0
Nunavut,16/01/2021,2,2021,266,0,1,0,0,0
Repatriated travellers,16/01/2021,2,2021,13,0,0,0,0,0
Canada,16/01/2021,2,2021,698403,48996,18214,1036,104692,2026
British Columbia,23/01/2021,3,2021,64011,3310,1128,64,6841,129
Alberta,23/01/2021,3,2021,120999,3926,1672,115,9285,246
Saskatchewan,23/01/2021,3,2021,21917,1932,250,38,4110,59
Manitoba,23/01/2021,3,2021,28476,1154,797,36,2310,64
Ontario,23/01/2021,3,2021,252585,18221,5622,406,40748,818
Quebec,23/01/2021,3,2021,246130,10511,9704,383,24572,759
Newfoundland and Labrador,23/01/2021,3,2021,398,3,4,0,6,0
New Brunswick,23/01/2021,3,2021,1104,193,13,1,339,4
Nova Scotia,23/01/2021,3,2021,1567,17,65,0,42,0
Prince Edward Island,23/01/2021,3,2021,110,3,0,0,10,0
Yukon,23/01/2021,3,2021,70,0,1,0,0,0
Northwest Territories,23/01/2021,3,2021,30,3,0,0,6,0
Nunavut,23/01/2021,3,2021,275,9,1,0,9,0
Repatriated travellers,23/01/2021,3,2021,13,0,0,0,0,0
Canada,23/01/2021,3,2021,737686,39282,19257,1043,88278,2079
British Columbia,30/01/2021,4,2021,67187,3176,1189,61,6486,125
Alberta,30/01/2021,4,2021,124035,3036,1744,72,6962,187
Saskatchewan,30/01/2021,4,2021,23626,1709,300,50,3641,88
Manitoba,30/01/2021,4,2021,29446,970,825,28,2124,64
Ontario,30/01/2021,4,2021,266363,13778,6005,383,31999,789
Quebec,30/01/2021,4,2021,254884,8754,9984,280,19265,663
Newfoundland and Labrador,30/01/2021,4,2021,408,10,4,0,13,0
New Brunswick,30/01/2021,4,2021,1230,126,18,5,319,6
Nova Scotia,30/01/2021,4,2021,1578,11,65,0,28,0
Prince Edward Island,30/01/2021,4,2021,112,2,0,0,5,0
Yukon,30/01/2021,4,2021,70,0,1,0,0,0
Northwest Territories,30/01/2021,4,2021,31,1,0,0,4,0
Nunavut,30/01/2021,4,2021,289,14,1,0,23,0
Repatriated travellers,30/01/2021,4,2021,13,0,0,0,0,0
Canada,30/01/2021,4,2021,769272,31586,20136,879,70869,1922
British Columbia,06/02/2021,5,2021,70144,2957,1246,57,6133,118
Alberta,06/02/2021,5,2021,126631,2596,1802,58,5632,130
Saskatchewan,06/02/2021,5,2021,25209,1583,336,36,3292,86
Manitoba,06/02/2021,5,2021,30158,712,842,17,1682,45
Ontario,06/02/2021,5,2021,276718,10355,6331,326,24133,709
Quebec,06/02/2021,5,2021,262302,7418,10199,215,16172,495
Newfoundland and Labrador,06/02/2021,5,2021,415,7,4,0,17,0
New Brunswick,06/02/2021,5,2021,1337,107,20,2,233,7
Nova Scotia,06/02/2021,5,2021,1585,6,65,0,18,0
Prince Edward Island,06/02/2021,5,2021,114,2,0,0,4,0
Yukon,06/02/2021,5,2021,70,0,1,0,0,0
Northwest Territories,06/02/2021,5,2021,32,1,0,0,2,0
Nunavut,06/02/2021,5,2021,297,8,1,0,22,0
Repatriated travellers,06/02/2021,5,2021,13,0,0,0,0,0
Canada,06/02/2021,5,2021,795024,25752,20847,711,57338,1590
British Columbia,13/02/2021,6,2021,73202,3058,1298,52,6015,109
Alberta,13/02/2021,6,2021,128707,2076,1854,52,4672,110
Saskatchewan,13/02/2021,6,2021,26389,1180,354,18,2763,54
Manitoba,13/02/2021,6,2021,30687,529,866,24,1241,41
Ontario,13/02/2021,6,2021,284887,8169,6490,159,18524,485
Quebec,13/02/2021,6,2021,268784,6482,10349,150,13900,365
Newfoundland and Labrador,13/02/2021,6,2021,686,271,4,0,278,0
New Brunswick,13/02/2021,6,2021,1398,61,22,2,168,4
Nova Scotia,13/02/2021,6,2021,1592,7,65,0,14,0
Prince Edward Island,13/02/2021,6,2021,114,0,0,0,2,0
Yukon,13/02/2021,6,2021,71,1,1,0,1,0
Northwest Territories,13/02/2021,6,2021,36,5,0,0,5,0
Nunavut,13/02/2021,6,2021,313,16,1,0,24,0
Repatriated travellers,13/02/2021,6,2021,13,0,0,0,0,0
Canada,13/02/2021,6,2021,816879,21855,21304,457,47607,1168
British Columbia,20/02/2021,7,2021,76339,3137,1327,29,6195,81
Alberta,20/02/2021,7,2021,130959,2252,1880,26,4328,78
Saskatchewan,20/02/2021,7,2021,27438,1049,368,14,2229,32
Manitoba,20/02/2021,7,2021,31329,642,882,16,1171,40
Ontario,20/02/2021,7,2021,291999,7112,6678,188,15281,347
Quebec,20/02/2021,7,2021,274136,5352,10447,98,11834,248
Newfoundland and Labrador,20/02/2021,7,2021,901,215,4,0,486,0
New Brunswick,20/02/2021,7,2021,1420,22,24,2,83,4
Nova Scotia,20/02/2021,7,2021,1605,14,65,0,21,0
Prince Edward Island,20/02/2021,7,2021,115,1,0,0,1,0
Yukon,20/02/2021,7,2021,72,1,1,0,2,0
Northwest Territories,20/02/2021,7,2021,41,5,0,0,9,0
Nunavut,20/02/2021,7,2021,339,26,1,0,42,0
Repatriated travellers,20/02/2021,7,2021,13,0,0,0,0,0
Canada,20/02/2021,7,2021,836706,19827,21677,373,41682,830
British Columbia,27/02/2021,8,2021,79909,3570,1355,28,6707,57
Alberta,27/02/2021,8,2021,133402,2443,1905,25,4695,51
Saskatchewan,27/02/2021,8,2021,28506,1068,385,17,2117,31
Manitoba,27/02/2021,8,2021,31809,480,893,11,1122,27
Ontario,27/02/2021,8,2021,299754,7755,6783,105,14867,293
Quebec,27/02/2021,8,2021,279518,5382,10518,71,10734,169
Newfoundland and Labrador,27/02/2021,8,2021,980,79,5,1,294,1
New Brunswick,27/02/2021,8,2021,1430,10,26,2,32,4
Nova Scotia,27/02/2021,8,2021,1633,27,65,0,41,0
Prince Edward Island,27/02/2021,8,2021,127,12,0,0,13,0
Yukon,27/02/2021,8,2021,72,0,1,0,1,0
Northwest Territories,27/02/2021,8,2021,42,1,0,0,6,0
Nunavut,27/02/2021,8,2021,356,17,1,0,43,0
Repatriated travellers,27/02/2021,8,2021,13,0,0,0,0,0
Canada,27/02/2021,8,2021,857551,20845,21937,260,40672,633
British Columbia,06/03/2021,9,2021,83652,3743,1383,28,7313,56
Alberta,06/03/2021,9,2021,135733,2331,1924,19,4774,44
Saskatchewan,06/03/2021,9,2021,29593,1087,396,11,2155,28
Manitoba,06/03/2021,9,2021,32169,360,904,11,840,22
Ontario,06/03/2021,9,2021,306997,7243,6870,87,14998,192
Quebec,06/03/2021,9,2021,284470,4952,10583,65,10334,136
Newfoundland and Labrador,06/03/2021,9,2021,1005,25,6,1,104,2
New Brunswick,06/03/2021,9,2021,1453,23,28,2,33,4
Nova Scotia,06/03/2021,9,2021,1654,21,65,0,49,0
Prince Edward Island,06/03/2021,9,2021,140,13,0,0,25,0
Yukon,06/03/2021,9,2021,72,0,1,0,0,0
Northwest Territories,06/03/2021,9,2021,42,0,0,0,1,0
Nunavut,06/03/2021,9,2021,372,16,1,0,33,0
Repatriated travellers,06/03/2021,9,2021,13,0,0,0,0,0
Canada,06/03/2021,9,2021,877365,19814,22161,224,40659,484
British Columbia,13/03/2021,10,2021,87422,3770,1401,18,7513,46
